Date,Open,High,Low,Close,Adj Close,Volume
2019-08-16,79.711998,79.711998,78.654999,79.700996,79.700996,0
2019-08-19,78.831001,79.331001,78.831001,78.831001,78.831001,0
2019-08-20,79.101997,79.517998,79.101997,79.106003,79.106003,0
2019-08-21,79.324997,79.430000,79.132004,79.324997,79.324997,0
2019-08-22,79.142998,79.803001,79.107002,79.150002,79.150002,0
2019-08-23,79.643997,80.012001,79.120003,79.643997,79.643997,0
2019-08-26,78.139000,80.488998,78.139000,79.598999,79.598999,0
2019-08-27,79.873001,79.913002,79.139000,79.873001,79.873001,0
2019-08-28,79.260002,79.648003,79.149002,79.266998,79.266998,0
2019-08-29,79.542999,79.821999,79.203003,79.542999,79.542999,0
2019-08-30,79.202003,79.251999,78.476997,79.212997,79.212997,0
2019-09-02,78.454002,79.008003,78.454002,78.454002,78.454002,0
2019-09-03,78.830002,79.250000,78.588997,78.830002,78.830002,0
2019-09-04,79.109001,79.391998,78.981003,79.109001,79.109001,0
2019-09-05,79.334000,79.579002,79.074997,79.334000,79.334000,0
2019-09-06,79.291000,79.308998,78.919998,79.283997,79.283997,0
2019-09-09,78.936996,79.247002,78.801003,77.975998,77.975998,0
2019-09-10,79.208000,79.445000,79.100998,79.219002,79.219002,0
2019-09-11,79.328003,79.371002,78.667999,79.337997,79.337997,0
2019-09-12,78.747002,78.758003,77.702003,78.739998,78.739998,0
2019-09-13,78.397003,78.920998,78.357002,78.383003,78.383003,0
2019-09-16,78.536003,79.176003,78.536003,78.536003,78.536003,0
2019-09-17,78.680000,79.244003,78.665001,78.680000,78.680000,0
2019-09-18,79.087997,79.095001,78.544998,79.087997,79.087997,0
2019-09-19,78.389000,78.962997,78.347000,78.389000,78.389000,0
2019-09-20,78.750000,78.861000,78.042000,78.757004,78.757004,0
2019-09-23,78.237999,78.237999,77.686996,78.237999,78.237999,0
2019-09-24,77.752998,78.064003,77.646004,77.746002,77.746002,0
2019-09-25,78.084000,78.226997,77.692001,78.084000,78.084000,0
2019-09-26,77.663002,77.788002,77.415001,77.669998,77.669998,0
2019-09-27,77.430000,77.430000,76.852997,77.422997,77.422997,0
2019-09-30,76.209999,77.365997,76.209999,77.064003,77.064003,0
2019-10-01,76.916000,77.745003,76.835999,76.916000,76.916000,0
2019-10-02,77.685997,77.928001,77.458000,77.671997,77.671997,0
2019-10-03,77.903999,78.084000,77.544998,77.903999,77.903999,0
2019-10-04,77.872002,77.939003,77.605003,77.878998,77.878998,0
2019-10-07,76.813004,78.010002,76.813004,77.685997,77.685997,0
2019-10-08,77.801003,78.184998,77.754997,77.793999,77.793999,0
2019-10-09,77.973999,78.064003,77.819000,77.973999,77.973999,0
2019-10-10,78.049004,78.335999,77.862999,78.049004,78.049004,0
2019-10-11,78.091003,78.484001,77.930000,78.084000,78.084000,0
2019-10-14,78.240997,78.501999,78.056000,78.240997,78.240997,0
2019-10-15,78.461998,78.899002,78.436996,78.461998,78.461998,0
2019-10-16,78.813004,79.028000,78.636002,78.813004,78.813004,0
2019-10-17,78.948997,79.163002,78.828003,78.948997,78.948997,0
2019-10-18,79.056000,79.236000,78.950996,79.056000,79.056000,0
2019-10-21,79.334999,79.334999,78.825996,79.334999,79.334999,0
2019-10-22,79.000999,79.082001,78.778999,79.000999,79.000999,0
2019-10-23,78.726997,78.875000,78.605003,78.726997,78.726997,0
2019-10-24,78.651001,79.112000,78.629997,78.651001,78.651001,0
2019-10-25,78.720001,78.861000,78.346001,78.720001,78.720001,0
2019-10-28,78.389000,78.487999,78.320999,78.389000,78.389000,0
2019-10-29,78.429001,78.711998,78.344002,78.435997,78.435997,0
2019-10-30,78.693001,78.878998,78.657997,78.693001,78.693001,0
2019-10-31,79.059998,79.278000,78.889999,79.050003,79.050003,0
2019-11-01,79.194000,79.278999,78.682999,79.200996,79.200996,0
2019-11-04,78.938004,78.949997,78.752998,78.938004,78.938004,0
2019-11-05,78.694000,78.730003,78.217003,78.694000,78.694000,0
2019-11-06,78.292999,78.682999,78.247002,78.292999,78.292999,0
2019-11-07,78.521004,78.639000,78.341003,78.528000,78.528000,0
2019-11-08,78.441002,78.749001,78.399002,78.441002,78.441002,0
2019-11-11,78.552002,78.987999,77.655800,78.552002,78.552002,0
2019-11-12,78.893997,78.984001,78.774002,78.893997,78.893997,0
2019-11-13,78.974998,79.343002,78.808998,78.978996,78.978996,0
2019-11-14,79.353996,79.392998,78.945999,79.353996,79.353996,0
2019-11-15,79.240997,79.294998,78.939003,79.225998,79.225998,0
2019-11-18,78.209999,79.681999,78.209999,79.114998,79.114998,0
2019-11-19,79.581001,79.651001,79.271004,79.581001,79.581001,0
2019-11-20,79.497002,79.503998,79.260002,79.497002,79.497002,0
2019-11-21,79.400002,79.556000,79.275002,79.403999,79.403999,0
2019-11-22,79.319000,79.469002,79.049004,79.315002,79.315002,0
2019-11-25,78.311302,79.024002,78.311302,79.047997,79.047997,0
2019-11-26,78.849998,78.875000,78.616997,78.857002,78.857002,0
2019-11-27,78.705002,78.705002,78.260002,78.709000,78.709000,0
2019-11-28,78.348999,78.851997,78.308998,78.337997,78.337997,0
2019-11-29,78.651001,79.052002,78.607002,78.657997,78.657997,0
2019-12-02,78.966003,79.380997,78.778000,78.978996,78.978996,0
2019-12-03,79.259003,79.512001,79.153000,79.259003,79.259003,0
2019-12-04,79.422997,79.490997,79.035004,79.421997,79.421997,0
2019-12-05,79.149002,79.324997,78.903999,79.149002,79.149002,0
2019-12-06,79.021004,79.254997,78.598000,79.028999,79.028999,0
2019-12-09,78.012299,78.658997,78.012299,78.760002,78.760002,0
2019-12-10,78.438004,78.557999,78.347000,78.445000,78.445000,0
2019-12-11,78.470001,78.547997,78.306999,78.470001,78.470001,0
2019-12-12,78.638000,78.940002,78.402000,78.638000,78.638000,0
2019-12-13,78.837997,79.169998,78.641998,78.852997,78.852997,0
2019-12-16,78.095001,79.099998,78.095001,78.644997,78.644997,0
2019-12-17,78.898003,79.196999,78.818001,78.891998,78.891998,0
2019-12-18,79.135002,79.135002,78.796997,79.135002,79.135002,0
2019-12-19,78.848000,79.194000,78.778999,78.839996,78.839996,0
2019-12-20,79.089996,79.142998,78.625999,79.097000,79.097000,0
2019-12-23,78.004898,79.001999,78.004898,78.624001,78.624001,0
2019-12-24,78.924004,78.966003,78.772003,78.917000,78.917000,0
2019-12-25,78.959000,78.959000,78.959000,78.959000,78.959000,0
2019-12-26,78.959000,78.959000,77.959900,78.959000,78.959000,0
2019-12-27,78.959000,79.777000,78.959000,78.959000,78.959000,0
2019-12-30,78.587402,79.976997,78.587402,79.777000,79.777000,0
2019-12-31,79.813004,80.150002,79.739998,79.813004,79.813004,0
2020-01-01,79.932999,79.932999,79.150002,79.932999,79.932999,0
2020-01-02,79.930000,79.930000,79.582001,79.930000,79.930000,0
2020-01-03,79.628998,80.152000,79.613998,79.622002,79.622002,0
2020-01-06,80.008003,80.601997,80.008003,80.001999,80.001999,0
2020-01-07,80.375000,80.392998,79.915001,80.375999,80.375999,0
2020-01-08,80.050003,80.334000,79.375000,80.049004,80.049004,0
2020-01-09,79.392998,79.435997,78.873001,79.386002,79.386002,0
2020-01-10,79.019997,79.079002,78.480003,79.033997,79.033997,0
2020-01-13,77.593903,78.825996,77.593903,77.593903,77.593903,0
2020-01-14,78.652000,78.977997,78.570999,78.665001,78.665001,0
2020-01-15,78.758003,78.942001,78.695000,78.758003,78.758003,0
2020-01-16,78.797997,79.139000,78.779999,78.793999,78.793999,0
2020-01-17,78.963997,79.085999,78.731003,78.964996,78.964996,0
2020-01-20,77.836601,78.828003,77.835602,78.750000,78.750000,0
2020-01-21,78.741997,79.065002,78.699997,78.742996,78.742996,0
2020-01-22,78.822998,78.947998,78.655998,78.830002,78.830002,0
2020-01-23,78.781998,79.071999,78.719002,78.790001,78.790001,0
2020-01-24,78.852997,78.852997,78.510002,78.852997,78.852997,0
2020-01-27,77.676598,78.763000,77.676598,78.571999,78.571999,0
2020-01-28,78.653999,78.694000,78.257004,78.653999,78.653999,0
2020-01-29,78.444000,78.488998,78.231003,78.444000,78.444000,0
2020-01-30,78.463997,78.948997,78.443001,78.477997,78.477997,0
2020-01-31,78.847000,79.275002,78.510002,78.850998,78.850998,0
2020-02-03,77.683800,79.237000,77.683800,79.304001,79.304001,0
2020-02-04,78.815002,78.833000,78.383003,78.816002,78.816002,0
2020-02-05,78.457001,78.639999,78.166000,78.457001,78.457001,0
2020-02-06,78.236000,78.356003,78.031998,78.223000,78.223000,0
2020-02-07,78.116997,78.396004,78.084999,78.127998,78.127998,0
2020-02-10,77.055901,78.161003,77.055901,78.198997,78.198997,0
2020-02-11,77.697998,77.800003,77.559998,77.696999,77.696999,0
2020-02-12,77.760002,77.858002,77.569000,77.752998,77.752998,0
2020-02-13,77.473000,77.706001,77.149002,77.466003,77.466003,0
2020-02-14,77.249001,77.650002,77.142998,77.255997,77.255997,0
2020-02-17,76.268799,77.383003,76.268799,77.383003,77.383003,0
2020-02-18,77.227997,77.460999,77.096001,77.227997,77.227997,0
2020-02-19,77.189003,77.260002,77.069000,77.195999,77.195999,0
2020-02-20,77.322998,77.449997,77.063004,77.316002,77.316002,0
2020-02-21,77.251999,78.032997,77.240997,77.248001,77.248001,0
2020-02-24,76.797699,78.056000,76.797699,77.870003,77.870003,0
2020-02-25,77.959000,78.074997,77.532997,77.975998,77.975998,0
2020-02-26,78.125000,78.125000,77.639999,78.121002,78.121002,0
2020-02-27,77.834999,78.815002,77.834999,77.822998,77.822998,0
2020-02-28,78.708000,79.764000,78.625999,78.723000,78.723000,0
2020-03-02,78.416901,81.289001,78.416901,79.927002,79.927002,0
2020-03-03,81.136002,82.052002,80.614998,81.132004,81.132004,0
2020-03-04,81.570999,82.092003,81.212997,81.564003,81.564003,0
2020-03-05,81.828003,82.273003,81.251999,81.833000,81.833000,0
2020-03-06,82.413002,83.944000,82.349998,82.419998,82.419998,0
2020-03-09,82.468498,85.087997,82.468498,83.468002,83.468002,0
2020-03-10,84.487999,84.666000,83.980003,84.481003,84.481003,0
2020-03-11,83.835999,83.917000,82.884003,83.834999,83.834999,0
2020-03-12,82.886002,84.023003,82.193001,82.897003,82.897003,0
2020-03-13,83.307999,83.475998,81.660004,83.315002,83.315002,0
2020-03-16,81.930000,83.387001,81.930000,81.910004,81.910004,0
2020-03-17,82.532997,82.873001,81.313004,82.507004,82.507004,0
2020-03-18,81.485001,81.838997,80.672997,81.500000,81.500000,0
2020-03-19,81.522003,82.113998,79.912003,81.634003,81.634003,0
2020-03-20,79.620003,80.925003,79.591003,79.620003,79.620003,0
2020-03-23,79.279900,82.430000,79.279900,80.596001,80.596001,0
2020-03-24,82.083000,82.792999,81.737999,82.084000,82.084000,0
2020-03-25,82.416000,82.797997,82.138000,82.424004,82.424004,0
2020-03-26,83.070000,83.398003,81.882004,83.084999,83.084999,0
2020-03-27,82.642998,83.358002,82.162003,82.662003,82.662003,0
2020-03-30,84.011002,84.011002,82.742996,84.011002,84.011002,0
2020-03-31,83.078003,83.223999,82.389999,83.097000,83.097000,0
2020-04-01,82.999001,83.514000,82.193001,82.984001,82.984001,0
2020-04-02,83.589996,83.696999,82.737999,83.609001,83.609001,0
2020-04-03,82.764000,82.856003,81.875000,82.782997,82.782997,0
2020-04-06,82.328003,82.432999,81.952003,82.271004,82.271004,0
2020-04-07,81.981003,82.489998,81.904999,81.981003,81.981003,0
2020-04-08,82.328003,82.949997,82.056000,82.334999,82.334999,0
2020-04-09,82.407997,83.427002,82.358002,82.403999,82.403999,0
2020-04-10,83.307999,83.307999,83.301003,83.307999,83.307999,0
2020-04-13,81.822601,83.301003,81.822601,83.301003,83.301003,0
2020-04-14,81.822601,83.505997,81.822601,81.822601,81.822601,0
2020-04-15,83.403999,83.662003,83.000000,83.422997,83.422997,0
2020-04-16,83.416000,83.735001,83.025002,83.401001,83.401001,0
2020-04-17,83.339996,83.459999,82.476997,83.328003,83.328003,0
2020-04-20,83.191002,83.257004,82.977997,83.153999,83.153999,0
2020-04-21,83.153000,83.616997,82.872002,83.153000,83.153000,0
2020-04-22,83.487999,83.523003,82.679001,83.484001,83.484001,0
2020-04-23,82.492996,82.661003,81.814003,82.492996,82.492996,0
2020-04-24,81.716003,82.432999,81.598000,81.689003,81.689003,0
2020-04-27,82.452003,82.705002,81.318298,82.468002,82.468002,0
2020-04-28,82.430000,82.804001,82.185997,82.445999,82.445999,0
2020-04-29,82.319000,82.439003,81.750999,82.337997,82.337997,0
2020-04-30,81.985001,82.196999,81.294998,81.988998,81.988998,0
2020-05-01,82.157997,82.157997,82.139999,82.157997,82.157997,0
2020-05-04,80.632599,82.863998,80.632599,82.152000,82.152000,0
2020-05-05,82.398003,82.504997,81.931999,82.402000,82.402000,0
2020-05-06,81.989998,82.167000,81.691002,81.974998,81.974998,0
2020-05-07,82.099998,82.179001,81.544998,82.093002,82.093002,0
2020-05-08,82.057999,82.164001,81.532997,82.050003,82.050003,0
2020-05-11,80.952301,82.122002,80.952301,81.792000,81.792000,0
2020-05-12,81.952003,81.975998,81.362000,81.952003,81.952003,0
2020-05-13,81.328003,81.927002,81.324997,81.335999,81.335999,0
2020-05-14,81.476997,81.748001,81.308998,81.475998,81.475998,0
2020-05-15,81.496002,82.195000,81.462997,81.503998,81.503998,0
2020-05-18,80.910202,82.587997,80.910202,81.943001,81.943001,0
2020-05-19,82.445000,82.919998,82.426003,82.445000,82.445000,0
2020-05-20,82.648003,82.959000,82.567001,82.648003,82.648003,0
2020-05-21,82.848000,83.055000,82.600998,82.871002,82.871002,0
2020-05-22,82.748001,82.827003,82.564003,82.744003,82.744003,0
2020-05-25,82.721001,82.742996,81.759399,82.727997,82.727997,0
2020-05-26,82.640999,82.911003,82.501999,82.633003,82.633003,0
2020-05-27,82.766998,83.385002,82.582001,82.754997,82.754997,0
2020-05-28,83.545998,83.707001,83.183998,83.560997,83.560997,0
2020-05-29,83.780998,84.115997,83.667000,83.792000,83.792000,0
2020-06-01,83.136299,84.178001,83.136299,83.877998,83.877998,0
2020-06-02,83.922997,84.095001,83.695000,83.927002,83.927002,0
2020-06-03,83.845001,84.666000,83.830002,83.927002,83.927002,0
2020-06-04,84.570999,85.586998,84.371002,84.570999,84.570999,0
2020-06-05,85.445999,85.821999,85.195999,85.445999,85.445999,0
2020-06-08,85.196999,85.440002,84.695801,85.251999,85.251999,0
2020-06-09,85.144997,85.691002,84.904999,85.164001,85.164001,0
2020-06-10,85.494003,85.931000,85.471001,85.482002,85.482002,0
2020-06-11,85.963997,86.504997,85.768997,85.927002,85.927002,0
2020-06-12,85.688004,86.019997,85.319000,85.681000,85.681000,0
2020-06-15,85.522003,85.741997,84.751602,85.528999,85.528999,0
2020-06-16,86.060997,86.343002,85.536003,86.056999,86.056999,0
2020-06-17,85.828003,85.938004,85.361000,85.847000,85.847000,0
2020-06-18,85.678001,85.724998,85.444000,85.681000,85.681000,0
2020-06-19,85.538002,85.556000,85.052002,85.553001,85.553001,0
2020-06-22,84.319504,85.274002,84.319504,85.153999,85.153999,0
2020-06-23,85.388000,85.607002,85.093002,85.403999,85.403999,0
2020-06-24,85.332001,85.649002,85.040001,85.324997,85.324997,0
2020-06-25,85.051003,85.169998,84.578003,85.046997,85.046997,0
2020-06-26,84.674004,84.871002,84.497002,84.665001,84.665001,0
2020-06-29,83.873001,85.170998,83.873001,84.758003,84.758003,0
2020-06-30,84.853996,84.988998,84.499001,84.853996,84.853996,0
2020-07-01,84.783997,85.015999,84.483002,84.783997,84.783997,0
2020-07-02,84.830002,85.075996,83.858002,84.824997,84.824997,0
2020-07-03,83.924004,84.200996,83.716003,83.922997,83.922997,0
2020-07-06,83.877998,84.545998,82.846397,83.842003,83.842003,0
2020-07-07,84.335999,84.622002,84.249001,84.350998,84.350998,0
2020-07-08,84.241997,84.938004,84.228996,84.272003,84.272003,0
2020-07-09,84.858002,85.193001,84.694000,84.900002,84.900002,0
2020-07-10,84.744003,85.080002,84.605003,84.759003,84.759003,0
2020-07-13,83.817902,85.399002,83.817902,83.817902,83.817902,0
2020-07-14,85.255997,85.931999,85.183998,85.255997,85.255997,0
2020-07-15,85.977997,86.056999,85.626999,85.959000,85.959000,0
2020-07-16,85.679001,85.877998,85.558998,85.686996,85.686996,0
2020-07-17,85.519997,85.662003,85.362000,85.545998,85.545998,0
2020-07-20,84.679199,85.877998,84.679199,85.542000,85.542000,0
2020-07-21,85.560997,85.726997,85.151001,85.560997,85.560997,0
2020-07-22,85.902000,86.449997,85.861000,85.893997,85.893997,0
2020-07-23,86.213997,86.885002,86.209999,86.204002,86.204002,0
2020-07-24,86.676003,86.942001,86.570999,86.667999,86.667999,0
2020-07-27,85.674004,87.968002,85.674004,87.057999,87.057999,0
2020-07-28,87.930000,87.982002,87.466003,87.952003,87.952003,0
2020-07-29,87.709000,88.185997,87.556000,87.702003,87.702003,0
2020-07-30,88.242996,88.332001,87.781998,88.235001,88.235001,0
2020-07-31,88.806000,89.015999,88.287003,88.813004,88.813004,0
2020-08-03,88.260002,88.342003,87.958000,88.260002,88.260002,0
2020-08-04,88.330002,88.450996,88.009003,88.337997,88.337997,0
2020-08-05,88.598000,88.973999,88.324997,88.605003,88.605003,0
2020-08-06,88.720001,89.069000,88.448997,88.726997,88.726997,0
2020-08-07,88.848999,88.919998,88.161003,88.852997,88.852997,0
2020-08-10,87.542702,88.273003,87.542702,88.330002,88.330002,0
2020-08-11,87.801003,88.021004,87.641998,87.805000,87.805000,0
2020-08-12,87.501999,88.205002,87.321999,87.494003,87.494003,0
2020-08-13,88.155998,88.663002,88.140999,88.143997,88.143997,0
2020-08-14,88.310997,88.556999,88.130997,88.325996,88.325996,0
2020-08-17,87.332298,88.746002,87.332298,88.612999,88.612999,0
2020-08-18,88.682999,89.191002,88.681999,88.680000,88.680000,0
2020-08-19,89.011002,89.365997,88.904999,89.022003,89.022003,0
2020-08-20,88.554001,88.924004,88.475998,88.567001,88.567001,0
2020-08-21,88.964996,89.005997,88.018997,88.957001,88.957001,0
2020-08-24,87.228401,88.295998,87.228401,88.297997,88.297997,0
2020-08-25,87.391998,87.997002,87.333000,87.399002,87.399002,0
2020-08-26,87.759003,87.953003,87.440002,87.766998,87.766998,0
2020-08-27,87.799004,87.938004,87.036003,87.804001,87.804001,0
2020-08-28,87.266998,87.527000,86.833000,87.278000,87.278000,0
2020-08-31,86.264702,87.678001,86.264702,86.971001,86.971001,0
2020-09-01,87.380997,87.802002,87.063004,87.374001,87.374001,0
2020-09-02,86.973000,86.974998,86.515999,86.961998,86.961998,0
2020-09-03,86.714996,86.901001,86.376999,86.736000,86.736000,0
2020-09-04,86.835999,86.989998,86.230003,86.810997,86.810997,0
2020-09-07,86.695999,86.875000,86.569000,86.667000,86.667000,0
2020-09-08,86.731003,87.209999,86.551003,86.731003,86.731003,0
2020-09-09,86.760002,86.875999,86.406998,86.741997,86.741997,0
2020-09-10,86.455002,87.319000,86.441002,86.455002,86.455002,0
2020-09-11,86.763000,87.259003,86.763000,86.755997,86.755997,0
2020-09-14,86.207603,87.261002,86.207603,86.914001,86.914001,0
2020-09-15,86.994003,87.544998,86.949997,87.004997,87.004997,0
2020-09-16,87.082001,87.332001,86.797997,87.099998,87.099998,0
2020-09-17,86.733002,86.972000,86.268997,86.739998,86.739998,0
2020-09-18,87.140999,87.236000,86.725998,87.133003,87.133003,0
2020-09-21,85.802902,86.936996,85.802902,86.998001,86.998001,0
2020-09-22,86.464996,86.530998,85.889000,86.487000,86.487000,0
2020-09-23,85.966003,86.043999,85.718002,85.981003,85.981003,0
2020-09-24,85.718002,86.157997,85.681000,85.703003,85.703003,0
2020-09-25,86.137001,86.137001,85.495003,86.137001,86.137001,0
2020-09-28,84.845100,86.080002,84.845100,85.629997,85.629997,0
2020-09-29,86.070000,86.566002,85.982002,86.070000,86.070000,0
2020-09-30,86.532997,86.617996,85.991997,86.525002,86.525002,0
2020-10-01,86.177002,86.375000,85.622002,86.169998,86.169998,0
2020-10-02,85.928001,86.058998,85.591003,85.935997,85.935997,0
2020-10-05,84.934700,86.156998,84.934700,85.789001,85.789001,0
2020-10-06,86.082001,86.620003,86.070999,86.093002,86.093002,0
2020-10-07,86.116997,86.261002,86.032997,86.112999,86.112999,0
2020-10-08,86.202003,86.277000,85.929001,86.206001,86.206001,0
2020-10-09,86.171997,86.271004,85.932999,86.154999,86.154999,0
2020-10-12,85.278099,86.633003,85.278099,86.308998,86.308998,0
2020-10-13,86.572998,86.577003,86.109001,86.566002,86.566002,0
2020-10-14,86.122002,86.196999,85.790001,86.122002,86.122002,0
2020-10-15,86.019997,86.096001,85.767998,85.994003,85.994003,0
2020-10-16,85.887001,86.050003,85.699997,85.887001,85.887001,0
2020-10-19,85.996002,86.410004,85.815002,85.981003,85.981003,0
2020-10-20,86.250000,86.911003,86.191002,86.250000,86.250000,0
2020-10-21,86.800003,87.389000,86.800003,86.807999,86.807999,0
2020-10-22,87.147003,87.323997,86.976997,87.162003,87.162003,0
2020-10-23,86.957001,87.400002,86.667999,86.957001,86.957001,0
2020-10-26,86.221199,87.481003,86.221199,87.497002,87.497002,0
2020-10-27,87.275002,87.403000,86.917000,87.267998,87.267998,0
2020-10-28,86.660004,87.139000,86.597000,86.663002,86.663002,0
2020-10-29,87.113998,87.212997,86.670998,87.128998,87.128998,0
2020-10-30,86.759003,87.121002,86.653999,86.788002,86.788002,0
2020-11-02,86.022499,86.696999,86.022499,86.759003,86.759003,0
2020-11-03,86.650002,87.452003,86.434998,86.656998,86.656998,0
2020-11-04,87.705002,87.731003,86.544998,87.686996,87.686996,0
2020-11-05,87.156998,87.668999,86.966003,87.168999,87.168999,0
2020-11-06,87.254997,88.001999,87.122002,87.265999,87.265999,0
2020-11-09,87.052200,88.097000,87.052200,87.763000,87.763000,0
2020-11-10,87.455002,87.875999,87.348000,87.470001,87.470001,0
2020-11-11,87.726997,87.831001,87.357002,87.726997,87.726997,0
2020-11-12,87.625000,88.186996,87.444000,87.633003,87.633003,0
2020-11-13,88.088997,88.212997,87.829002,88.082001,88.082001,0
2020-11-16,87.195198,88.327003,87.195198,88.183998,88.183998,0
2020-11-17,88.079002,88.497002,88.079002,88.077003,88.077003,0
2020-11-18,88.287003,88.358002,87.828003,88.272003,88.272003,0
2020-11-19,87.699997,87.963997,87.619003,87.737000,87.737000,0
2020-11-20,87.865997,88.132004,87.750000,87.862999,87.862999,0
2020-11-23,86.994202,88.084999,86.994202,87.789001,87.789001,0
2020-11-24,87.839996,87.967003,87.487999,87.847000,87.847000,0
2020-11-25,88.052002,88.127998,87.721001,88.052002,88.052002,0
2020-11-26,87.853996,88.073997,87.693001,87.857002,87.857002,0
2020-11-27,87.859001,88.468002,87.839996,87.870003,87.870003,0
2020-11-30,87.267799,88.719002,87.266800,88.366997,88.366997,0
2020-12-01,88.242996,88.544998,87.742996,88.258003,88.258003,0
2020-12-02,88.626999,89.196999,88.575996,88.644997,88.644997,0
2020-12-03,89.280998,89.737999,89.205002,89.289001,89.289001,0
2020-12-04,89.633003,89.742996,89.421997,89.639999,89.639999,0
2020-12-07,89.386002,89.748001,88.724197,89.349998,89.349998,0
2020-12-08,89.300003,89.375000,89.044998,89.321999,89.321999,0
2020-12-09,89.196999,89.307999,88.926003,89.190002,89.190002,0
2020-12-10,89.000000,89.512001,88.959999,88.992996,88.992996,0
2020-12-11,89.448997,89.536003,89.162003,89.448997,89.448997,0
2020-12-14,89.238998,89.477997,88.457397,89.253998,89.253998,0
2020-12-15,89.377998,89.500000,89.186996,89.389000,89.389000,0
2020-12-16,89.315002,89.773003,89.253998,89.319000,89.319000,0
2020-12-17,89.738998,90.120003,89.621002,89.731003,89.731003,0
2020-12-18,90.083000,90.108002,89.819000,90.088997,90.088997,0
2020-12-21,90.100998,90.486000,89.487999,90.100998,90.100998,0
2020-12-22,90.492996,90.564003,89.766998,90.512001,90.512001,0
2020-12-23,89.921997,90.064003,89.643997,89.921997,89.921997,0
2020-12-24,89.974998,90.123001,89.500999,89.931000,89.931000,0
2020-12-25,89.555000,89.555000,89.536003,89.555000,89.555000,0
2020-12-28,88.693802,89.974998,88.693802,89.539001,89.539001,0
2020-12-29,89.786003,89.972000,89.670998,89.792000,89.792000,0
2020-12-30,89.856003,90.164001,89.679001,89.856003,89.856003,0
2020-12-31,89.939003,90.017998,89.165001,89.954002,89.954002,0
2021-01-01,89.157997,89.157997,89.149002,89.157997,89.157997,0
2021-01-04,88.689598,89.760002,88.689598,89.149002,89.149002,0
2021-01-05,89.469002,89.899002,89.431999,89.454002,89.454002,0
2021-01-06,89.905998,90.199997,89.664001,89.870003,89.870003,0
2021-01-07,90.140999,90.225998,89.738998,90.163002,90.163002,0
2021-01-08,90.032997,90.057999,89.487000,90.049004,90.049004,0
2021-01-11,89.533997,89.533997,88.753700,89.532997,89.532997,0
2021-01-12,89.275002,89.295998,88.834999,89.267998,89.267998,0
2021-01-13,89.342003,89.361000,88.738998,89.313004,89.313004,0
2021-01-14,88.908997,88.963997,88.500999,88.905998,88.905998,0
2021-01-15,88.727997,88.793999,88.337997,88.725998,88.725998,0
2021-01-18,88.261002,88.418999,87.497902,88.260002,88.260002,0
2021-01-19,88.313004,88.795998,88.313004,88.313004,88.313004,0
2021-01-20,88.767998,88.841003,88.068001,88.761002,88.761002,0
2021-01-21,88.241997,88.735001,88.223999,88.257004,88.257004,0
2021-01-22,88.681000,88.888000,88.648003,88.681000,88.681000,0
2021-01-25,88.727997,88.751999,87.912201,88.750999,88.750999,0
2021-01-26,88.524002,88.668999,88.414001,88.538002,88.538002,0
2021-01-27,88.615997,88.660004,88.047997,88.609001,88.609001,0
2021-01-28,88.322998,88.525002,88.223999,88.307999,88.307999,0
2021-01-29,88.343002,88.491997,88.160004,88.320999,88.320999,0
2021-02-01,87.399803,88.470001,87.399803,88.403999,88.403999,0
2021-02-02,88.164001,88.300003,87.623001,88.165001,88.165001,0
2021-02-03,87.705002,87.828003,87.400002,87.686996,87.686996,0
2021-02-04,87.655998,87.665001,87.203003,87.637001,87.637001,0
2021-02-05,87.259003,87.639000,87.084000,87.218002,87.218002,0
2021-02-08,87.617996,87.860001,86.238403,87.651001,87.651001,0
2021-02-09,87.796997,88.225998,87.796997,87.811996,87.811996,0
2021-02-10,88.183998,88.378998,88.129997,88.195000,88.195000,0
2021-02-11,88.140999,88.328003,88.037003,88.154999,88.154999,0
2021-02-12,88.116997,88.223999,87.661003,88.111000,88.111000,0
2021-02-15,87.904999,88.167999,87.904999,87.894997,87.894997,0
2021-02-16,88.023003,88.403000,88.023003,88.030998,88.030998,0
2021-02-17,88.009003,88.146004,87.486000,88.033997,88.033997,0
2021-02-18,87.607002,87.711998,87.454002,87.596001,87.596001,0
2021-02-19,87.714996,87.964996,87.627998,87.710999,87.710999,0
2021-02-22,87.021103,88.023003,87.021103,87.849998,87.849998,0
2021-02-23,88.066002,88.121002,87.815002,88.063004,88.063004,0
2021-02-24,87.875000,88.075996,87.647003,87.882004,87.882004,0
2021-02-25,88.021004,88.904999,87.843002,88.042999,88.042999,0
2021-02-26,88.360001,89.691002,88.228996,88.378998,88.378998,0
2021-03-01,89.206001,89.206001,87.566299,89.193001,89.193001,0
2021-03-02,88.356003,88.455002,88.010002,88.355003,88.355003,0
2021-03-03,88.450996,88.513000,87.667999,88.458000,88.458000,0
2021-03-04,87.862999,87.981003,87.376999,87.889000,87.889000,0
2021-03-05,87.442001,87.445999,86.853996,87.424004,87.424004,0
2021-03-08,87.148003,87.148003,85.865997,87.114998,87.114998,0
2021-03-09,86.831001,86.860001,86.531998,86.822998,86.822998,0
2021-03-10,86.501999,86.849998,86.401001,86.515999,86.515999,0
2021-03-11,86.671997,86.996002,86.573997,86.661003,86.661003,0
2021-03-12,87.022003,87.075996,86.553001,87.043999,87.043999,0
